Time [s],Channel 0
0.302287583,1
0.302289750,0
0.303485083,1
0.303487333,0
0.304582750,1
0.304585000,0
0.305680083,1
0.305682333,0
0.306877000,1
0.306879250,0
0.307974833,1
0.307977000,0
0.309072667,1
0.309074833,0
0.310169583,1
0.310171750,0
0.311267750,1
0.311269917,0
0.312365167,1
0.312367417,0
0.313462667,1
0.313464917,0
0.314560250,1
0.314562500,0
0.315658083,1
0.315660333,0
0.316756333,1
0.316758500,0
0.317854667,1
0.317856917,0
0.318953167,1
0.318955417,0
0.319951583,1
0.319953750,0
0.321050000,1
0.321052167,0
0.322148250,1
0.322150417,0
0.323146417,1
0.323148583,0
0.324244333,1
0.324246500,0
0.325342000,1
0.325344167,0
0.326339583,1
0.326341750,0
0.327437167,1
0.327439333,0
0.328435167,1
0.328437333,0
0.329532667,1
0.329534917,0
0.330530583,1
0.330532750,0
0.331528417,1
0.331530667,0
0.332626250,1
0.332628500,0
0.333624417,1
0.333626583,0
0.334622417,1
0.334624667,0
0.335719917,1
0.335722083,0
0.336717667,1
0.336719917,0
0.337715500,1
0.337717667,0
0.338713000,1
0.338715167,0
0.339810250,1
0.339812417,0
0.340807750,1
0.340810000,0
0.341805250,1
0.341807500,0
0.342803083,1
0.342805250,0
0.343800583,1
0.343802833,0
0.344798333,1
0.344800500,0
0.345796167,1
0.345798333,0
0.346793917,1
0.346796167,0
0.347791333,1
0.347793583,0
0.348788917,1
0.348791083,0
0.349686750,1
0.349688917,0
0.350684417,1
0.350686583,0
0.351682167,1
0.351684417,0
0.352679833,1
0.352682000,0
0.353677167,1
0.353679417,0
0.354574917,1
0.354577167,0
0.355572417,1
0.355574583,0
0.356569917,1
0.356572167,0
0.357467750,1
0.357470000,0
0.358465333,1
0.358467500,0
0.359462917,1
0.359465167,0
0.360360833,1
0.360363083,0
0.361358000,1
0.361360167,0
0.362255167,1
0.362257333,0
0.363252167,1
0.363254417,0
0.364149917,1
0.364152083,0
0.365147250,1
0.365149500,0
0.366045500,1
0.366047667,0
0.367043667,1
0.367045833,0
0.367941833,1
0.367944083,0
0.368840000,1
0.368842167,0
0.369837583,1
0.369839833,0
0.370735417,1
0.370737667,0
0.371633000,1
0.371635250,0
0.372630417,1
0.372632583,0
0.373527917,1
0.373530167,0
0.374425417,1
0.374427667,0
0.375323000,1
0.375325250,0
0.376220583,1
0.376222750,0
0.377217667,1
0.377219833,0
0.378114667,1
0.378116917,0
0.379011917,1
0.379014083,0
0.379908917,1
0.379911167,0
0.380806500,1
0.380808667,0
0.381704083,1
0.381706333,0
0.382601583,1
0.382603750,0
0.383499417,1
0.383501667,0
0.384397000,1
0.384399250,0
0.385294583,1
0.385296750,0
0.386191917,1
0.386194083,0
0.387089250,1
0.387091500,0
0.387986833,1
0.387989083,0
0.388884333,1
0.388886500,0
0.389781833,1
0.389784083,0
0.390579750,1
0.390582000,0
0.391477417,1
0.391479583,0
0.392375000,1
0.392377250,0
0.393272333,1
0.393274500,0
0.394169667,1
0.394171833,0
0.394967667,1
0.394969833,0
0.395865083,1
0.395867333,0
0.396762833,1
0.396765083,0
0.397660833,1
0.397663083,0
0.398459167,1
0.398461417,0
0.399357250,1
0.399359417,0
0.400255333,1
0.400257583,0
0.401053667,1
0.401055917,0
0.401952000,1
0.401954167,0
0.402750167,1
0.402752333,0
0.403648083,1
0.403650250,0
0.404446500,1
0.404448667,0
0.405344417,1
0.405346667,0
0.406142750,1
0.406145000,0
0.407041167,1
0.407043333,0
0.407839417,1
0.407841583,0
0.408737333,1
0.408739583,0
0.409535417,1
0.409537667,0
0.410433583,1
0.410435833,0
0.411232000,1
0.411234250,0
0.412129917,1
0.412132167,0
0.412928333,1
0.412930583,0
0.413726750,1
0.413729000,0
0.414625000,1
0.414627167,0
0.415423417,1
0.415425667,0
0.416222083,1
0.416224250,0
0.417120333,1
0.417122583,0
0.417918417,1
0.417920667,0
0.418716417,1
0.418718667,0
0.419514750,1
0.419516917,0
0.420413167,1
0.420415417,0
0.421211583,1
0.421213750,0
0.422010167,1
0.422012417,0
0.422808750,1
0.422811000,0
0.423607167,1
0.423609417,0
0.424505500,1
0.424507750,0
0.425304000,1
0.425306167,0
0.426102250,1
0.426104500,0
0.426900333,1
0.426902583,0
0.427698750,1
0.427701000,0
0.428497000,1
0.428499167,0
0.429295167,1
0.429297333,0
0.430093083,1
0.430095250,0
0.430890833,1
0.430893083,0
0.431688750,1
0.431691000,0
0.432486833,1
0.432489000,0
0.433285000,1
0.433287250,0
0.434083000,1
0.434085250,0
0.434880833,1
0.434883083,0
0.435679083,1
0.435681333,0
0.436477250,1
0.436479417,0
0.437275250,1
0.437277500,0
0.438073333,1
0.438075583,0
0.438871500,1
0.438873750,0
0.439669750,1
0.439671917,0
0.440368000,1
0.440370250,0
0.441166167,1
0.441168333,0
0.441963500,1
0.441965667,0
0.442762167,1
0.442764417,0
0.443560083,1
0.443562333,0
0.444357917,1
0.444360167,0
0.445056167,1
0.445058417,0
0.445854167,1
0.445856417,0
0.446652417,1
0.446654583,0
0.447450417,1
0.447452667,0
0.448148667,1
0.448150917,0
0.448946583,1
0.448948833,0
0.449744917,1
0.449747167,0
0.450442500,1
0.450444667,0
0.451241167,1
0.451243417,0
0.452039083,1
0.452041333,0
0.452737250,1
0.452739500,0
0.453535000,1
0.453537167,0
0.454332833,1
0.454335083,0
0.455031000,1
0.455033167,0
0.455828750,1
0.455831000,0
0.456526583,1
0.456528750,0
0.457324417,1
0.457326583,0
0.458122250,1
0.458124500,0
0.458820583,1
0.458822750,0
0.459618417,1
0.459620667,0
0.460316417,1
0.460318667,0
0.461114167,1
0.461116417,0
0.461812250,1
0.461814417,0
0.462610083,1
0.462612250,0
0.463308083,1
0.463310250,0
0.464106333,1
0.464108583,0
0.464805083,1
0.464807250,0
0.465503500,1
0.465505667,0
0.466301833,1
0.466304000,0
0.467000000,1
0.467002167,0
0.467798000,1
0.467800250,0
0.468496250,1
0.468498500,0
0.469294333,1
0.469296583,0
0.469992583,1
0.469994750,0
0.470690833,1
0.470693083,0
0.471488833,1
0.471491083,0
0.472187000,1
0.472189250,0
0.472884750,1
0.472887000,0
0.473683417,1
0.473685667,0
0.474382000,1
0.474384250,0
0.475080500,1
0.475082750,0
0.475778917,1
0.475781167,0
0.476577417,1
0.476579583,0
0.477275833,1
0.477278083,0
0.477974500,1
0.477976750,0
0.478673000,1
0.478675167,0
0.479471083,1
0.479473333,0
0.480169333,1
0.480171583,0
0.480867500,1
0.480869667,0
0.481565833,1
0.481568083,0
0.482264083,1
0.482266250,0
0.483061750,1
0.483063917,0
0.483759917,1
0.483762167,0
0.484458000,1
0.484460167,0
0.485156083,1
0.485158333,0
0.485854083,1
0.485856333,0
0.486552167,1
0.486554333,0
0.487250250,1
0.487252417,0
0.488048250,1
0.488050500,0
0.488746333,1
0.488748500,0
0.489444583,1
0.489446833,0
0.490142833,1
0.490145083,0
0.490840917,1
0.490843083,0
0.491538833,1
0.491541083,0
0.492236667,1
0.492238833,0
0.492934750,1
0.492937000,0
0.493632833,1
0.493635000,0
0.494330833,1
0.494333000,0
0.495028750,1
0.495031000,0
0.495727083,1
0.495729333,0
0.496425333,1
0.496427500,0
0.497123500,1
0.497125750,0
0.497821667,1
0.497823917,0
0.498519833,1
0.498522000,0
0.499217833,1
0.499220083,0
0.499915917,1
0.499918167,0
0.500613917,1
0.500616083,0
0.501312000,1
0.501314167,0
0.502010250,1
0.502012500,0
0.502608750,1
0.502611000,0
0.503306083,1
0.503308333,0
0.504005000,1
0.504007167,0
0.504703000,1
0.504705250,0
0.505401083,1
0.505403333,0
0.506099083,1
0.506101250,0
0.506797000,1
0.506799250,0
0.507395417,1
0.507397667,0
0.508093500,1
0.508095667,0
0.508791833,1
0.508794083,0
0.509489833,1
0.509492000,0
0.510187917,1
0.510190083,0
0.510786417,1
0.510788667,0
0.511484833,1
0.511487083,0
0.512183167,1
0.512185417,0
0.512881417,1
0.512883583,0
0.513579833,1
0.513582083,0
0.514178333,1
0.514180500,0
0.514876333,1
0.514878583,0
0.515574667,1
0.515576833,0
0.516173000,1
0.516175167,0
0.516871167,1
0.516873333,0
0.517569250,1
0.517571500,0
0.518267500,1
0.518269750,0
0.518866000,1
0.518868250,0
0.519564083,1
0.519566333,0
0.520262333,1
0.520264583,0
0.520861167,1
0.520863417,0
0.521559583,1
0.521561833,0
0.522257583,1
0.522259833,0
0.522856000,1
0.522858250,0
0.523554083,1
0.523556333,0
0.524152667,1
0.524154917,0
0.524851083,1
0.524853333,0
0.525549083,1
0.525551333,0
0.526147333,1
0.526149583,0
0.526845250,1
0.526847417,0
0.527443417,1
0.527445583,0
0.528141583,1
0.528143750,0
0.528839500,1
0.528841667,0
0.529437583,1
0.529439833,0
0.530135333,1
0.530137500,0
0.530733417,1
0.530735667,0
0.531431250,1
0.531433500,0
0.532029333,1
0.532031583,0
0.532727417,1
0.532729583,0
0.533325667,1
0.533327917,0
0.534023417,1
0.534025583,0
0.534621583,1
0.534623750,0
0.535319500,1
0.535321667,0
0.535917667,1
0.535919917,0
0.536615667,1
0.536617917,0
0.537214000,1
0.537216167,0
0.537911917,1
0.537914167,0
0.538510417,1
0.538512583,0
0.539108750,1
0.539111000,0
0.539806917,1
0.539809167,0
0.540405167,1
0.540407333,0
0.541103083,1
0.541105333,0
0.541701667,1
0.541703917,0
0.542300167,1
0.542302417,0
0.542998417,1
0.543000583,0
0.543597000,1
0.543599167,0
0.544295333,1
0.544297583,0
0.544893917,1
0.544896083,0
0.545492417,1
0.545494583,0
0.546190917,1
0.546193083,0
0.546789500,1
0.546791750,0
0.547388167,1
0.547390333,0
0.548086583,1
0.548088833,0
0.548685333,1
0.548687583,0
0.549284167,1
0.549286417,0
0.549982917,1
0.549985167,0
0.550581333,1
0.550583583,0
0.551179750,1
0.551181917,0
0.551877833,1
0.551880083,0
0.552476417,1
0.552478667,0
0.553075083,1
0.553077333,0
0.553673500,1
0.553675750,0
0.554371167,1
0.554373417,0
0.554970417,1
0.554972667,0
0.555569000,1
0.555571250,0
0.556167750,1
0.556170000,0
0.556866083,1
0.556868333,0
0.557464750,1
0.557467000,0
0.558063500,1
0.558065750,0
0.558662167,1
0.558664333,0
0.559260833,1
0.559263083,0
0.559959250,1
0.559961500,0
0.560558083,1
0.560560250,0
0.561156833,1
0.561159083,0
0.561755500,1
0.561757667,0
0.562354000,1
0.562356250,0
0.563052500,1
0.563054667,0
0.563651250,1
0.563653500,0
0.564250000,1
0.564252167,0
0.564848333,1
0.564850583,0
0.565446833,1
0.565449000,0
0.566045167,1
0.566047417,0
0.566643583,1
0.566645833,0
0.567242083,1
0.567244250,0
0.567940167,1
0.567942417,0
0.568538667,1
0.568540917,0
0.569137167,1
0.569139417,0
0.569735667,1
0.569737833,0
0.570334000,1
0.570336250,0
0.570932333,1
0.570934583,0
0.571530833,1
0.571533083,0
0.572129167,1
0.572131417,0
0.572727500,1
0.572729750,0
0.573325750,1
0.573328000,0
0.573923917,1
0.573926167,0
0.574522167,1
0.574524333,0
0.575120417,1
0.575122667,0
0.575718917,1
0.575721167,0
0.576317250,1
0.576319417,0
0.577015083,1
0.577017333,0
0.577613333,1
0.577615583,0
0.578211583,1
0.578213750,0
0.578809833,1
0.578812083,0
0.579408250,1
0.579410417,0
0.580006417,1
0.580008667,0
0.580505083,1
0.580507250,0
0.581103417,1
0.581105667,0
0.581701750,1
0.581703917,0
0.582300250,1
0.582302500,0
0.582898833,1
0.582901000,0
0.583497250,1
0.583499500,0
0.584095583,1
0.584097833,0
0.584694083,1
0.584696250,0
0.585292667,1
0.585294917,0
0.585891167,1
0.585893333,0
0.586489667,1
0.586491833,0
0.587087583,1
0.587089750,0
0.587686667,1
0.587688917,0
0.588285333,1
0.588287583,0
0.588883917,1
0.588886083,0
0.589382583,1
0.589384833,0
0.589981000,1
0.589983250,0
0.590578833,1
0.590581083,0
0.591177917,1
0.591180167,0
0.591776250,1
0.591778500,0
0.592374917,1
0.592377167,0
0.592973167,1
0.592975417,0
0.593571750,1
0.593574000,0
0.594070333,1
0.594072583,0
0.594668750,1
0.594671000,0
0.595267250,1
0.595269417,0
0.595865083,1
0.595867333,0
0.596464417,1
0.596466667,0
0.597063083,1
0.597065333,0
0.597562000,1
0.597564250,0
0.598160667,1
0.598162917,0
0.598759250,1
0.598761417,0
0.599357583,1
0.599359833,0
0.599956083,1
0.599958333,0
0.600454833,1
0.600457083,0
0.601053417,1
0.601055583,0
0.601651917,1
0.601654083,0
0.602250417,1
0.602252667,0
0.602749083,1
0.602751250,0
0.603347417,1
0.603349667,0
0.603945750,1
0.603948000,0
0.604544250,1
0.604546417,0
0.605042750,1
0.605044917,0
0.605640917,1
0.605643083,0
0.606239167,1
0.606241417,0
0.606837667,1
0.606839917,0
0.607336250,1
0.607338500,0
0.607934750,1
0.607936917,0
0.608533167,1
0.608535417,0
0.609032000,1
0.609034167,0
0.609630417,1
0.609632583,0
0.610228833,1
0.610231083,0
0.610727667,1
0.610729917,0
0.611326333,1
0.611328583,0
0.611924917,1
0.611927083,0
0.612523333,1
0.612525583,0
0.613022083,1
0.613024333,0
0.613620583,1
0.613622750,0
0.614119250,1
0.614121500,0
0.614717833,1
0.614720083,0
0.615316500,1
0.615318667,0
0.615815083,1
0.615817333,0
0.616413583,1
0.616415833,0
0.617012167,1
0.617014417,0
0.617511167,1
0.617513417,0
0.618109667,1
0.618111917,0
0.618708333,1
0.618710583,0
0.619207417,1
0.619209667,0
0.619806083,1
0.619808250,0
0.620304750,1
0.620307000,0
0.620903417,1
0.620905583,0
0.621501917,1
0.621504167,0
0.622000667,1
0.622002833,0
0.622599250,1
0.622601500,0
0.623098250,1
0.623100417,0
0.623696917,1
0.623699167,0
0.624195750,1
0.624198000,0
0.624794417,1
0.624796583,0
0.625392750,1
0.625395000,0
0.625891667,1
0.625893917,0
0.626490167,1
0.626492417,0
0.626988917,1
0.626991083,0
0.627587250,1
0.627589500,0
0.628086083,1
0.628088333,0
0.628684667,1
0.628686917,0
0.629183583,1
0.629185833,0
0.629782000,1
0.629784250,0
0.630280083,1
0.630282250,0
0.630879417,1
0.630881583,0
0.631378167,1
0.631380333,0
0.631976833,1
0.631979000,0
0.632475083,1
0.632477333,0
0.633074500,1
0.633076750,0
0.633573417,1
0.633575667,0
0.634172333,1
0.634174500,0
0.634671250,1
0.634673500,0
0.635270167,1
0.635272417,0
0.635769000,1
0.635771250,0
0.636367417,1
0.636369583,0
0.636866333,1
0.636868500,0
0.637465250,1
0.637467500,0
0.637964333,1
0.637966583,0
0.638462667,1
0.638464833,0
0.639062083,1
0.639064333,0
0.639561167,1
0.639563333,0
0.640159833,1
0.640162083,0
0.640658667,1
0.640660833,0
0.641257000,1
0.641259167,0
0.641755583,1
0.641757833,0
0.642254417,1
0.642256583,0
0.642852750,1
0.642855000,0
0.643351333,1
0.643353583,0
0.643949750,1
0.643952000,0
0.644448667,1
0.644450833,0
0.644947500,1
0.644949667,0
0.645546000,1
0.645548250,0
0.646044750,1
0.646047000,0
0.646643417,1
0.646645667,0
0.647142417,1
0.647144583,0
0.647641083,1
0.647643250,0
0.648239000,1
0.648241250,0
0.648738500,1
0.648740667,0
0.649237500,1
0.649239667,0
0.649836250,1
0.649838417,0
0.650335167,1
0.650337417,0
0.650834250,1
0.650836500,0
0.651432833,1
0.651435083,0
0.651931667,1
0.651933917,0
0.652430417,1
0.652432667,0
0.653029000,1
0.653031250,0
0.653527750,1
0.653530000,0
0.654026500,1
0.654028750,0
0.654625083,1
0.654627333,0
0.655123833,1
0.655126000,0
0.655621917,1
0.655624167,0
0.656220917,1
0.656223167,0
0.656719583,1
0.656721833,0
0.657218250,1
0.657220500,0
0.657717083,1
0.657719250,0
0.658315667,1
0.658317833,0
0.658813833,1
0.658816083,0
0.659313417,1
0.659315667,0
0.659812583,1
0.659814750,0
0.660411000,1
0.660413250,0
0.660909833,1
0.660912083,0
0.661408833,1
0.661411000,0
0.662007583,1
0.662009833,0
0.662506417,1
0.662508583,0
0.663005500,1
0.663007750,0
0.663504750,1
0.663506917,0
0.664003750,1
0.664006000,0
0.664602583,1
0.664604833,0
0.665101667,1
0.665103833,0
0.665600583,1
0.665602833,0
0.666099583,1
0.666101833,0
0.666698333,1
0.666700583,0
0.667197250,1
0.667199500,0
0.667696333,1
0.667698583,0
0.668195333,1
0.668197583,0
0.668693583,1
0.668695833,0
0.669292917,1
0.669295167,0
0.669792000,1
0.669794250,0
0.670291083,1
0.670293333,0
0.670790250,1
0.670792500,0
0.671289417,1
0.671291667,0
0.671888000,1
0.671890250,0
0.672387167,1
0.672389333,0
0.672886167,1
0.672888417,0
0.673385167,1
0.673387417,0
0.673884250,1
0.673886500,0
0.674383333,1
0.674385583,0
0.674882583,1
0.674884833,0
0.675481417,1
0.675483667,0
0.675980500,1
0.675982750,0
0.676479667,1
0.676481917,0
0.676978750,1
0.676980917,0
0.677477583,1
0.677479833,0
0.677976583,1
0.677978833,0
0.678475583,1
0.678477833,0
0.679074250,1
0.679076417,0
0.679573000,1
0.679575250,0
0.680071833,1
0.680074083,0
0.680570250,1
0.680572500,0
0.681069917,1
0.681072167,0
0.681568917,1
0.681571083,0
0.682067750,1
0.682070000,0
0.682566750,1
0.682568917,0
0.683065667,1
0.683067917,0
0.683564667,1
0.683566917,0
0.684163667,1
0.684165833,0
0.684662917,1
0.684665167,0
0.685162083,1
0.685164333,0
0.685661333,1
0.685663583,0
0.686160417,1
0.686162667,0
0.686658917,1
0.686661083,0
0.687158583,1
0.687160750,0
0.687657667,1
0.687659833,0
0.688156917,1
0.688159167,0
0.688656083,1
0.688658250,0
0.689155500,1
0.689157667,0
0.689654583,1
0.689656833,0
0.690153917,1
0.690156083,0
0.690652833,1
0.690655083,0
0.691152083,1
0.691154250,0
0.691651083,1
0.691653250,0
0.692150250,1
0.692152500,0
0.692649250,1
0.692651500,0
0.693148167,1
0.693150417,0
0.693647417,1
0.693649583,0
0.694146667,1
0.694148833,0
0.694645583,1
0.694647750,0
0.695144500,1
0.695146667,0
0.695643000,1
0.695645167,0
0.696142750,1
0.696145000,0
0.696641833,1
0.696644000,0
0.697140833,1
0.697143083,0
0.697640000,1
0.697642167,0
0.698139083,1
0.698141250,0
0.698638250,1
0.698640500,0
0.699137417,1
0.699139667,0
0.699636667,1
0.699638917,0
0.700135833,1
0.700138083,0
0.700634833,1
0.700637083,0
0.701133750,1
0.701135917,0
0.701632833,1
0.701635083,0
0.702132083,1
0.702134250,0
0.702631250,1
0.702633500,0
0.703130417,1
0.703132667,0
0.703629667,1
0.703631917,0
0.704129083,1
0.704131333,0
0.704628250,1
0.704630417,0
0.705127083,1
0.705129333,0
0.705626083,1
0.705628333,0
0.706125083,1
0.706127250,0
0.706523583,1
0.706525833,0
0.707022250,1
0.707024500,0
0.707521667,1
0.707523917,0
0.708020417,1
0.708022667,0
0.708519500,1
0.708521667,0
0.709018417,1
0.709020667,0
0.709517417,1
0.709519667,0
0.710016250,1
0.710018500,0
0.710515250,1
0.710517500,0
0.711014167,1
0.711016417,0
0.711513500,1
0.711515750,0
0.711912667,1
0.711914833,0
0.712411667,1
0.712413833,0
0.712910083,1
0.712912333,0
0.713409083,1
0.713411250,0
0.713908583,1
0.713910750,0
0.714407417,1
0.714409583,0
0.714906417,1
0.714908583,0
0.715405250,1
0.715407417,0
0.715804250,1
0.715806500,0
0.716303083,1
0.716305333,0
0.716801833,1
0.716804083,0
0.717300667,1
0.717302917,0
0.717799417,1
0.717801667,0
0.718298333,1
0.718300500,0
0.718697250,1
0.718699500,0
0.719196083,1
0.719198333,0
0.719695000,1
0.719697167,0
0.720194000,1
0.720196250,0
0.720692917,1
0.720695167,0
0.721191750,1
0.721194000,0
0.721590917,1
0.721593167,0
0.722089750,1
0.722092000,0
0.722588583,1
0.722590833,0
0.723087333,1
0.723089583,0
0.723586167,1
0.723588417,0
0.723985333,1
0.723987583,0
0.724484083,1
0.724486333,0
0.724983083,1
0.724985333,0
0.725482083,1
0.725484250,0
0.725981000,1
0.725983167,0
0.726380083,1
0.726382333,0
0.726879167,1
0.726881333,0
0.727378167,1
0.727380333,0
0.727877167,1
0.727879417,0
0.728376167,1
0.728378333,0
0.728775333,1
0.728777583,0
0.729274333,1
0.729276500,0
0.729773333,1
0.729775500,0
0.730272250,1
0.730274500,0
0.730671417,1
0.730673583,0
0.731170500,1
0.731172750,0
0.731669583,1
0.731671750,0
0.732168500,1
0.732170750,0
0.732567833,1
0.732570083,0
0.733066750,1
0.733069000,0
0.733565833,1
0.733568083,0
0.734064750,1
0.734067000,0
0.734464000,1
0.734466250,0
0.734963250,1
0.734965417,0
0.735462083,1
0.735464333,0
0.735961000,1
0.735963167,0
0.736359917,1
0.736362167,0
0.736858667,1
0.736860917,0
0.737357583,1
0.737359833,0
0.737756667,1
0.737758833,0
0.738255500,1
0.738257667,0
0.738754417,1
0.738756667,0
0.739253333,1
0.739255500,0
0.739652417,1
0.739654583,0
0.740151333,1
0.740153583,0
0.740650250,1
0.740652500,0
0.741049417,1
0.741051583,0
0.741548333,1
0.741550500,0
0.742047500,1
0.742049667,0
0.742446583,1
0.742448833,0
0.742945583,1
0.742947750,0
0.743444500,1
0.743446667,0
0.743843667,1
0.743845917,0
0.744342583,1
0.744344833,0
0.744841500,1
0.744843750,0
0.745340500,1
0.745342750,0
0.745739417,1
0.745741583,0
0.746238250,1
0.746240500,0
0.746637333,1
0.746639500,0
0.747136333,1
0.747138500,0
0.747635250,1
0.747637500,0
0.748034250,1
0.748036500,0
0.748532833,1
0.748535083,0
0.749031583,1
0.749033833,0
0.749430583,1
0.749432833,0
0.749929417,1
0.749931667,0
0.750428167,1
0.750430417,0
0.750827250,1
0.750829500,0
0.751325333,1
0.751327583,0
0.751824833,1
0.751827083,0
0.752223833,1
0.752226083,0
0.752722500,1
0.752724750,0
0.753121500,1
0.753123750,0
0.753620083,1
0.753622333,0
0.754118250,1
0.754120417,0
0.754517667,1
0.754519917,0
0.755016417,1
0.755018583,0
0.755415333,1
0.755417500,0
0.755914000,1
0.755916250,0
0.756412667,1
0.756414917,0
0.756811750,1
0.756813917,0
0.757310250,1
0.757312500,0
0.757709167,1
0.757711417,0
0.758207833,1
0.758210083,0
0.758706250,1
0.758708500,0
0.759105167,1
0.759107417,0
0.759603750,1
0.759605917,0
0.760002667,1
0.760004917,0
0.760501583,1
0.760503833,0
0.761000500,1
0.761002750,0
0.761399750,1
0.761401917,0
0.761898500,1
0.761900667,0
0.762297500,1
0.762299750,0
0.762796250,1
0.762798500,0
0.763194750,1
0.763197000,0
0.763694333,1
0.763696500,0
0.764093167,1
0.764095417,0
0.764591750,1
0.764594000,0
0.765090500,1
0.765092667,0
0.765489167,1
0.765491417,0
0.765987667,1
0.765989917,0
0.766386583,1
0.766388833,0
0.766885417,1
0.766887583,0
0.767284250,1
0.767286500,0
0.767783000,1
0.767785167,0
0.768181917,1
0.768184167,0
0.768680667,1
0.768682833,0
0.769079750,1
0.769081917,0
0.769578333,1
0.769580583,0
0.769976417,1
0.769978667,0
0.770475917,1
0.770478167,0
0.770875000,1
0.770877167,0
0.771373667,1
0.771375833,0
0.771772583,1
0.771774833,0
0.772271417,1
0.772273667,0
0.772770000,1
0.772772250,0
0.773168833,1
0.773171000,0
0.773667167,1
0.773669417,0
0.774066000,1
0.774068167,0
0.774464833,1
0.774467000,0
0.774963417,1
0.774965583,0
0.775362333,1
0.775364583,0
